task,model,status,train_R2,train_RMSE,train_MAE,test_R2,test_RMSE,test_MAE,R2,RMSE,MAE,parameter,Pearson_r
parameter_recovery_all_models,Mechanistic virtual-cell summaries,ok,0.9481311493666769,0.051305881228931136,0.036533344142892554,0.6260948512349002,0.1507147373683201,0.11406339070328693,0.6260948512349002,0.1507147373683201,0.11406339070328693,cytotoxic_gain,0.7949152214943732
parameter_recovery_all_models,Mechanistic virtual-cell summaries,ok,0.9969768206407559,0.011860202261577498,0.006240765022268581,0.9956880809321047,0.014484788436106837,0.011275153092965269,0.9956880809321047,0.014484788436106837,0.011275153092965269,migration_gain,0.9979286546151511
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9365200344459035,0.05484822446728676,0.03883258179938063,0.7500890018975419,0.111176604951465,0.08192657583305513,0.7500890018975419,0.111176604951465,0.08192657583305513,barrier,0.8830565113572143
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9359515790587507,0.055117350624787675,0.03871297782448473,0.7460397047891714,0.11252194168029522,0.08437397491891213,0.7460397047891714,0.11252194168029522,0.08437397491891213,ecm_density,0.8821269096583824
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9792840740769918,0.002774215707689971,0.0020932208637875665,0.8287164350819307,0.008114971279154453,0.006573070170900957,0.8287164350819307,0.008114971279154453,0.006573070170900957,repair_rate,0.9106078912498735
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.8941425274468388,0.007642148572679948,0.006133413385478928,0.4005444748155538,0.017662985043432958,0.014331936007214668,0.4005444748155538,0.017662985043432958,0.014331936007214668,diffusion,0.6346055190005583
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9833374351003781,0.0019946562982243953,0.001086854983093179,0.9395259358441654,0.003855205609070576,0.002024599569536484,0.9395259358441654,0.003855205609070576,0.002024599569536484,decay,0.9755603836333643
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9477649546852599,0.002108791390980045,0.0015890056975109376,0.6645898750988528,0.005115685110612173,0.0040446107471837365,0.6645898750988528,0.005115685110612173,0.0040446107471837365,injury_amp,0.8212381202190109
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.97541207951737,0.0011937551982554395,0.0008733404229856208,0.8289347514320994,0.0034809568468248744,0.0026695992110683004,0.8289347514320994,0.0034809568468248744,0.0026695992110683004,persistent_injury,0.9112241811343768
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9309342074660568,0.006919613401823806,0.005222508508477325,0.45283375256276304,0.01789628585114974,0.013143732100282102,0.45283375256276304,0.01789628585114974,0.013143732100282102,recruitment_rate,0.677477407369476
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9802909225613179,0.05469998582543893,0.04317077501397973,0.9008363152368603,0.11766703096290465,0.09044191703257454,0.9008363152368603,0.11766703096290465,0.09044191703257454,nfkb_gain,0.9500202747144155
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9987825259907874,0.012220504337033406,0.0069585585356012085,0.996668865170704,0.019688975973297492,0.01518083750413124,0.996668865170704,0.019688975973297492,0.01518083750413124,stat3_gain,0.9983501836770312
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9665210958842541,0.054050899534326555,0.039773252053910454,0.7656789709600316,0.14657034432692384,0.11564700523207687,0.7656789709600316,0.14657034432692384,0.11564700523207687,ifng_gain,0.895469781948395
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9974505870593389,0.01591896587026956,0.008726940424925897,0.985065224196087,0.04015235738372289,0.020040286009523855,0.985065224196087,0.04015235738372289,0.020040286009523855,tgfb_gain,0.9940994389464529
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9585050721316766,0.06137272810037703,0.0453660999512835,0.779529941020997,0.15581726029559173,0.12625402845804035,0.779529941020997,0.15581726029559173,0.12625402845804035,exhaustion_gain,0.8993074599587181
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9497383282734724,0.05050475909029222,0.036598086765480334,0.5897424195773635,0.15787134372990264,0.11822158570664114,0.5897424195773635,0.15787134372990264,0.11822158570664114,cytotoxic_gain,0.7725721457108649
parameter_recovery_all_models,Hybrid Type I: feature concatenation,ok,0.9967164028325888,0.012360472558088993,0.006642639458186533,0.994862623233644,0.01581057135528367,0.012220362967892553,0.994862623233644,0.01581057135528367,0.012220362967892553,migration_gain,0.9974967585252147
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.8571354723474214,0.08228230266099822,0.0636455831281896,0.150169669870177,0.205015566025081,0.16664509151049903,0.150169669870177,0.205015566025081,0.16664509151049903,barrier,0.4425258493683296
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.8576238098876713,0.08217747708140605,0.06348735322962033,0.16390063289118117,0.20416592161655703,0.16714437810569005,0.16390063289118117,0.20416592161655703,0.16714437810569005,ecm_density,0.46085389409949773
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.956100502872078,0.0040384789581250176,0.003097434122638701,0.7837115411046632,0.009118970558000473,0.006931392765311143,0.7837115411046632,0.009118970558000473,0.006931392765311143,repair_rate,0.8880091588453852
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.8546256909813054,0.008955679606397433,0.006814630117780096,0.07470970190452542,0.021944446020521525,0.017164791861636584,0.07470970190452542,0.021944446020521525,0.017164791861636584,diffusion,0.2839588085612439
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9217455836491737,0.00432266494333381,0.0032879098280400925,0.5523573385328306,0.010488869971825913,0.008240875593832266,0.5523573385328306,0.010488869971825913,0.008240875593832266,decay,0.7438575175991964
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.8365726797303104,0.0037300526490021894,0.0027844339589310854,-0.14464622541230643,0.009450425444453972,0.007784082789965471,-0.14464622541230643,0.009450425444453972,0.007784082789965471,injury_amp,-0.06368612047428458
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9603497253420388,0.001515924164265529,0.0010639719638176782,0.7812031518882231,0.003936753966526785,0.0029623093951343525,0.7812031518882231,0.003936753966526785,0.0029623093951343525,persistent_injury,0.8876074659398921
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.926456728923366,0.007140387854276207,0.0053826600139882,0.30558040008153753,0.02016110090793221,0.016093698328429967,0.30558040008153753,0.02016110090793221,0.016093698328429967,recruitment_rate,0.5893158833925006
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9436680125396851,0.09247654649920375,0.07027087931080055,0.671138245779468,0.21428173382880852,0.16343637947200107,0.671138245779468,0.21428173382880852,0.16343637947200107,nfkb_gain,0.8286693114340085
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9455374465284796,0.08173504006786655,0.06332453315800253,0.6520190008676354,0.20123558876934988,0.15561301136554292,0.6520190008676354,0.20123558876934988,0.15561301136554292,stat3_gain,0.8094770474642541
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9241438796982213,0.0813603152372502,0.06341172279562195,0.45990674897747874,0.22252297130047116,0.17606646395502815,0.45990674897747874,0.22252297130047116,0.17606646395502815,ifng_gain,0.7194970287909485
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9401563753996341,0.07712651422584617,0.06097788732880609,0.6946299259920918,0.1815619889441428,0.14821446475901218,0.6946299259920918,0.1815619889441428,0.14821446475901218,tgfb_gain,0.8339353208131439
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.91213680267297,0.08930616151163014,0.06916922115100556,0.5003150529461449,0.23457886903684658,0.19253895309265928,0.5003150529461449,0.23457886903684658,0.19253895309265928,exhaustion_gain,0.7261115559921127
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.9043758389893635,0.06966227575485134,0.05215492860044978,0.2211382084222726,0.21752300686831583,0.16588684431736703,0.2211382084222726,0.21752300686831583,0.16588684431736703,cytotoxic_gain,0.4893928128796638
parameter_recovery_all_models,Hybrid Type IV/V: biology-informed residual-dynamics proxy,ok,0.8673196355356599,0.07857121454859069,0.06197513680336508,0.020916304488087678,0.21826633953233565,0.17126333136665167,0.020916304488087678,0.21826633953233565,0.17126333136665167,migration_gain,0.20988099246424752
parameter_recovery_all_models,Hybrid Type II: MM prediction + AI residual correction,"failed: Found input variables with inconsistent numbers of samples: [187, 150]",,,,,,,,,,,
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8362273238508126,0.0880977780276672,0.06759980061628677,-0.0944840462374763,0.23266199134556761,0.1913110701019862,-0.0944840462374763,0.23266199134556761,0.1913110701019862,barrier,-0.1313552934262701
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8340576652281884,0.08871819928825597,0.068385562305083,-0.09109475794232402,0.23323060602853568,0.19269759804721281,-0.09109475794232402,0.23323060602853568,0.19269759804721281,ecm_density,-0.12601158462497036
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8469382833120522,0.007540868051473507,0.005842978432583948,0.1474583635391572,0.01810451685602385,0.014696039333644573,0.1474583635391572,0.01810451685602385,0.014696039333644573,repair_rate,0.424858808944138
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8381977026321206,0.009448156061638912,0.007164731265385468,-0.024059216725642152,0.02308597137306415,0.018454392695436653,-0.024059216725642152,0.02308597137306415,0.018454392695436653,diffusion,0.06631591284911509
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8946836115035909,0.005014701936848307,0.004025177406636144,0.5029379705385623,0.011052696922583516,0.009332986107456405,0.5029379705385623,0.011052696922583516,0.009332986107456405,decay,0.7783013997640339
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8321034823780977,0.0037807109597266784,0.0028085452374529574,-0.14970625319653452,0.009471290705297505,0.007684231759033048,-0.14970625319653452,0.009471290705297505,0.007684231759033048,injury_amp,-0.1038215261847797
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8545566957640636,0.0029033623586092352,0.0023906255393308005,0.05769822297725202,0.008169824890022584,0.007057094379670743,0.05769822297725202,0.008169824890022584,0.007057094379670743,persistent_injury,0.24126542571657955
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8850229048313274,0.008928037328435551,0.007274864118090963,0.2563142189270817,0.020864020328971486,0.018125450899909464,0.2563142189270817,0.020864020328971486,0.018125450899909464,recruitment_rate,0.5085327108007437
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.9038506605840465,0.12081676928777471,0.09469353153713918,0.49199675761474504,0.26632486117633053,0.22342384488654507,0.49199675761474504,0.26632486117633053,0.22342384488654507,nfkb_gain,0.7492647461388694
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8956216477415607,0.11315258983707566,0.09136614678141866,0.4420621117012964,0.2548120433655778,0.20694246204378003,0.4420621117012964,0.2548120433655778,0.20694246204378003,stat3_gain,0.7044608803147878
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8711976336095175,0.10601790801057254,0.0834770816858423,0.12099209739866323,0.2838813520104247,0.239415566311514,0.12099209739866323,0.2838813520104247,0.239415566311514,ifng_gain,0.42337517544103404
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8811850145179605,0.10867518002818105,0.09149357685318311,0.30364385550211614,0.2741747148716201,0.21699351300694164,0.30364385550211614,0.2741747148716201,0.21699351300694164,tgfb_gain,0.5930780902084993
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.8599016612276332,0.11277021657981916,0.09356625696442514,0.06024598978010476,0.3216976205633715,0.2813394966450352,0.06024598978010476,0.3216976205633715,0.2813394966450352,exhaustion_gain,0.2524117758313358
parameter_recovery_all_models,Hybrid Type III: AI-inferred parameters -> MM surrogate,ok,0.862826087503521,0.0834352558635689,0.06356612620852513,-0.03529675962591372,0.2507883890128817,0.1886427845137658,-0.03529675962591372,0.2507883890128817,0.1886427845137658,cytotoxic_gain,0.1817334258372147
